campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion
4582,25-29,M,25,28194,3,3.71,2
4583,25-29,M,26,99961,14,23.21,1
4583,25-29,M,26,7573,0,0,1
4584,25-29,M,27,685781,103,177.89,10
4584,25-29,M,27,274222,43,66.77,2
4584,25-29,M,27,110503,25,32.68,4
4585,25-29,M,28,1447755,233,420.58,11
4585,25-29,M,28,358987,52,87.55,1
4585,25-29,M,28,826205,125,232.37,5
4585,25-29,M,28,550954,84,150.14,3
4585,25-29,M,28,378350,55,96.48,4
4586,25-29,M,29,492784,56,95.51,7
4586,25-29,M,29,327158,43,72.31,6
4586,25-29,M,29,9921,0,0,1
4586,25-29,M,29,59390,5,9.21,5
4586,25-29,M,29,1040330,147,254.25,13
4587,25-29,M,30,49422,6,11.17,1
4587,25-29,M,30,131091,18,34.23,3
4587,25-29,M,30,95691,15,25.26,1
4588,25-29,M,31,15513,1,1.29,1
4589,25-29,M,32,382537,63,113.99,4
4589,25-29,M,32,461356,64,121.1,6
4589,25-29,M,32,392541,53,98.7,3
4590,25-29,M,36,35088,5,8.8,1
4590,25-29,M,36,53933,6,9.93,3
4591,25-29,M,63,228861,33,53.39,4
4591,25-29,M,63,20959,2,3.77,1
4592,25-29,M,64,24992,2,3.19,1
4592,25-29,M,64,100351,15,24.18,2
4592,25-29,M,64,292448,43,76.9,2
4592,25-29,M,64,65060,7,14.52,1
4592,25-29,M,64,133316,21,36.17,2
4593,25-29,M,65,113501,26,38.44,5
4593,25-29,M,65,192810,41,61.93,4
4594,25-29,M,2,233404,43,70.41,2
4594,25-29,M,2,128843,24,37.6,2
4594,25-29,M,2,63564,12,20.59,2
4594,25-29,M,2,85970,14,24.78,1
4595,25-29,M,7,131232,16,29.54,1
4595,25-29,M,7,152454,22,37.85,1
4595,25-29,M,7,28989,2,2.29,1
4596,25-29,M,66,80248,15,24.19,1
4596,25-29,M,66,38580,5,8.52,1
4597,30-34,M,10,621591,91,163.36,5
4597,30-34,M,10,250499,36,58.14,3
4597,30-34,M,10,131637,18,29.31,2
4597,30-34,M,10,463813,69,116.34,4
4597,30-34,M,10,211767,35,60.9,5
4598,30-34,M,15,163181,26,40.02,1
4599,30-34,M,16,1117385,147,260.07,11
4599,30-34,M,16,1663441,205,359.47,17
4599,30-34,M,16,455248,54,105.71,5
4599,30-34,M,16,75589,6,10.66,1
4599,30-34,M,16,594267,82,143.3,3
4599,30-34,M,16,315281,35,65.03,1
4601,30-34,M,19,363456,71,117.56,7
4601,30-34,M,19,438983,81,143.43,3
4601,30-34,M,19,42563,5,9.66,1
4602,30-34,M,20,399035,75,124.8,7
4602,30-34,M,20,304680,59,98.55,3
4602,30-34,M,20,140596,23,40.77,1
4602,30-34,M,20,439986,80,134.88,4
4602,30-34,M,20,75803,11,19.36,2
4603,30-34,M,21,7073,0,0,1
4604,30-34,M,22,153586,28,43.01,2
4604,30-34,M,22,180815,31,42.63,1
4604,30-34,M,22,253169,51,75.79,1
4604,30-34,M,22,34453,5,7.71,1
4605,30-34,M,23,51550,8,14.04,1
4605,30-34,M,23,110018,24,39.86,1
4606,30-34,M,24,137584,21,36.78,1
4606,30-34,M,24,209825,30,54.87,1
4607,30-34,M,25,264222,63,87.79,1
4608,30-34,M,26,31202,5,6.73,1
4609,30-34,M,27,252991,49,76.84,3
4609,30-34,M,27,56265,9,15.54,1
4611,30-34,M,29,76923,11,17.67,2
4611,30-34,M,29,209332,30,49.6,3
4611,30-34,M,29,214094,31,53.27,1
4611,30-34,M,29,526209,85,126.93,3
4611,30-34,M,29,741143,120,179.62,4
4611,30-34,M,29,172827,25,38.42,2
4612,30-34,M,30,188873,38,58.6,1
4612,30-34,M,30,123126,25,39.73,2
4613,30-34,M,31,77794,14,19.11,1
4614,30-34,M,32,56630,9,15.81,1
4614,30-34,M,32,400844,85,140.97,4
4614,30-34,M,32,208572,36,60.76,2
4615,30-34,M,36,59004,8,13.51,1
4615,30-34,M,36,196253,32,55.1,1
4616,30-34,M,63,51858,8,12.63,1
4616,30-34,M,63,280764,49,81.36,2
4617,30-34,M,64,63660,11,16.47,1
4617,30-34,M,64,109289,19,31.03,1
4618,30-34,M,65,188440,40,60.73,2
4619,30-34,M,2,212496,44,74.83,2
4619,30-34,M,2,32574,5,7.48,1
4619,30-34,M,2,128595,23,36.48,1
4620,30-34,M,7,242234,48,68.06,2
4621,30-34,M,66,33154,5,7.88,1
4621,30-34,M,66,9773,1,1.46,1
4622,35-39,M,10,464036,77,123.55,3
4622,35-39,M,10,478480,75,135.75,3
4622,35-39,M,10,428812,66,116.88,4
4622,35-39,M,10,1177535,221,365.66,15
4622,35-39,M,10,426500,72,128.28,4
4623,35-39,M,15,54237,7,10.78,2
4623,35-39,M,15,506916,89,133.7,2
4623,35-39,M,15,250960,42,64.88,2
4624,35-39,M,16,2286228,353,603.38,16
4624,35-39,M,16,915451,125,220.56,6
4624,35-39,M,16,159478,20,33.9,3
4624,35-39,M,16,1228924,190,318.97,6
4624,35-39,M,16,938283,134,248.64,7
4625,35-39,M,18,154572,26,40.93,1
4625,35-39,M,18,378171,70,109.25,1
4625,35-39,M,18,468749,84,134.12,6
4626,35-39,M,19,309823,60,103.39,4
4626,35-39,M,19,327227,65,116.56,5
4626,35-39,M,19,334945,72,120.3,2
4626,35-39,M,19,68859,15,25.46,1
4627,35-39,M,20,127125,20,35.68,2
4627,35-39,M,20,415798,80,131.78,3
4627,35-39,M,20,107671,20,29.91,1
4627,35-39,M,20,164356,28,46.79,2
4627,35-39,M,20,17662,2,3.19,1
4628,35-39,M,21,65339,10,16.68,2
4628,35-39,M,21,59838,7,11.11,1
4628,35-39,M,21,381577,81,127.57,2
4629,35-39,M,22,45491,8,11.01,1
4630,35-39,M,23,18946,2,3.6,1
4630,35-39,M,23,114370,18,33.66,1
4630,35-39,M,23,99698,21,33.35,1
4631,35-39,M,24,355165,81,128.61,4
4632,35-39,M,25,101431,23,33.93,1
4632,35-39,M,25,123151,24,36.44,2
4633,35-39,M,26,24078,4,5.77,1
4634,35-39,M,27,517801,105,181.72,3
4634,35-39,M,27,145104,25,41.42,2
4634,35-39,M,27,179950,35,58.68,1
4634,35-39,M,27,258531,46,80.34,2
4634,35-39,M,27,272500,62,104.46,3
4635,35-39,M,28,273197,57,87.73,3
4635,35-39,M,28,775904,172,253.99,4
4635,35-39,M,28,120251,26,39.44,1
4635,35-39,M,28,139406,24,39.05,1
4635,35-39,M,28,60314,11,16.94,2
4636,35-39,M,29,563074,86,142.71,4
4636,35-39,M,29,168655,18,27.3,2
4636,35-39,M,29,111963,17,29.38,2
4636,35-39,M,29,1026304,168,277.58,17
4636,35-39,M,29,1391924,258,422.84,17
4636,35-39,M,29,147551,22,38.5,1
4638,35-39,M,31,66794,9,17.33,1
4638,35-39,M,31,118882,19,32.31,2
4638,35-39,M,31,148010,24,41.97,1
4639,35-39,M,32,932890,197,352.45,3
4639,35-39,M,32,718359,147,264.59,4
4639,35-39,M,32,433658,82,158.6,5
4639,35-39,M,32,29455,3,4.77,1
4640,35-39,M,36,23973,3,4.82,1
4641,35-39,M,63,126480,25,37.26,1
4641,35-39,M,63,138959,28,39.52,1
4641,35-39,M,63,68829,12,19.48,1
4642,35-39,M,64,49916,10,16.38,1
4643,35-39,M,65,76014,16,22.67,1
4644,35-39,M,2,50947,10,15.99,1
4646,35-39,M,66,55536,11,17.05,1
4647,20-24,F,10,318042,46,64.41,8
4647,20-24,F,10,213016,30,44.22,8
4648,20-24,F,15,182265,27,38.18,2
4648,20-24,F,15,1117371,177,268.05,26
4648,20-24,F,15,333345,52,77.59,5
4649,20-24,F,16,275930,30,46.78,5
4649,20-24,F,16,740631,101,153.12,9
4649,20-24,F,16,328272,35,55.99,2
4649,20-24,F,16,178455,20,31.54,6
4649,20-24,F,16,705712,98,147.34,6
4650,20-24,F,18,690373,91,159.57,5
4650,20-24,F,18,515812,69,117.63,3
4650,20-24,F,18,764793,101,171.98,4
4651,20-24,F,19,87832,11,18.1,1
4651,20-24,F,19,23368,3,4.3,1
4651,20-24,F,19,51509,7,11.57,1
4651,20-24,F,19,87043,16,24.48,2
4651,20-24,F,19,565565,113,169.67,7
4652,20-24,F,20,253758,43,62.14,4
4652,20-24,F,20,319131,51,76.68,6
4652,20-24,F,20,670608,130,195.15,11
4653,20-24,F,21,159123,25,38.36,5
4653,20-24,F,21,103709,15,24.57,3
4653,20-24,F,21,271589,45,74.41,9
4653,20-24,F,21,119772,20,33.47,5
4654,20-24,F,22,26340,3,4.22,1
4654,20-24,F,22,594968,111,147.67,4
4655,20-24,F,23,6838,0,0,1
4656,20-24,F,24,185665,39,62.14,1
4656,20-24,F,24,24959,3,4.56,1
4656,20-24,F,24,136967,23,35.06,3
4656,20-24,F,24,107548,19,29.31,1
4657,20-24,F,25,588617,119,169.92,2
4658,20-24,F,26,190560,26,41.63,3
4658,20-24,F,26,373110,49,75.7,4
4659,20-24,F,27,935646,170,256.47,19
4659,20-24,F,27,2223278,421,612.3,38
4659,20-24,F,27,240497,36,51.84,1
4659,20-24,F,27,259984,37,54.79,5
4660,20-24,F,28,606786,127,179.05,11
4660,20-24,F,28,83270,13,17.74,1
4660,20-24,F,28,1189509,268,375.72,7
4660,20-24,F,28,11471,1,1.57,0
4661,20-24,F,29,1705246,295,429.48,23
4661,20-24,F,29,418016,63,95.85,3
4661,20-24,F,29,30155,3,3.82,1
4661,20-24,F,29,990404,153,226.54,12
4662,20-24,F,30,187468,34,50.72,2
4662,20-24,F,30,208301,33,54.57,1
4662,20-24,F,30,101856,16,25.22,4
4663,20-24,F,31,48935,7,9.97,1
4663,20-24,F,31,13911,1,1.73,1
4664,20-24,F,32,511726,77,123.09,8
4664,20-24,F,32,177452,24,37.83,2
4664,20-24,F,32,149808,20,33.04,1
4664,20-24,F,32,390339,60,105.02,9
4664,20-24,F,32,8350,0,0,1
4665,20-24,F,36,39339,4,5.93,1
4666,20-24,F,63,8587,0,0,1
4666,20-24,F,63,24893,2,3.75,1
4666,20-24,F,63,1296189,212,343.26,14
4666,20-24,F,63,91607,12,19.19,2
4667,20-24,F,64,238036,38,61.03,6
4667,20-24,F,64,254344,35,56.17,2
4667,20-24,F,64,157705,23,39.23,2
4667,20-24,F,64,411571,60,99.18,6
4667,20-24,F,64,94136,11,16.18,1
4668,20-24,F,65,82640,16,23.97,1
4668,20-24,F,65,17870,2,2.62,1
4669,20-24,F,2,19178,2,2.78,1
4669,20-24,F,2,5264,0,0,1
4669,20-24,F,2,145548,28,42.37,2
4669,20-24,F,2,82455,15,22.05,1
4670,20-24,F,7,44189,7,10.32,2
4670,20-24,F,7,45199,7,9.81,1
4670,20-24,F,7,221843,43,63.45,5
4671,20-24,F,66,41672,6,10.55,2
4672,25-29,F,10,127546,25,38.94,2
4672,25-29,F,10,127865,28,38.03,3
4672,25-29,F,10,1025327,229,314.3,16
4672,25-29,F,10,561415,124,173.76,3
4673,25-29,F,15,132803,25,37.32,2
4673,25-29,F,15,24664,2,2.63,1
4674,25-29,F,16,1020561,172,263.81,7
4674,25-29,F,16,682143,114,177.11,6
4674,25-29,F,16,1247717,222,343.42,11
4674,25-29,F,16,146406,23,33.23,1
4674,25-29,F,16,905699,161,234.66,4
4674,25-29,F,16,1184580,194,297.83,14
4675,25-29,F,18,98057,20,31.01,1
4676,25-29,F,19,238735,56,84.66,4
4676,25-29,F,19,320657,77,115.88,2
4678,25-29,F,21,244074,57,84.51,4
4678,25-29,F,21,39146,8,13.06,1
4679,25-29,F,22,78468,15,23.65,1
4679,25-29,F,22,325653,63,89.35,2
4679,25-29,F,22,66277,12,17.3,1
4679,25-29,F,22,93002,16,23.34,1
4681,25-29,F,24,109723,27,40.96,1
4681,25-29,F,24,118941,35,50.11,4
4682,25-29,F,25,221576,47,66.79,6
4682,25-29,F,25,8341,1,1.64,1
4682,25-29,F,25,120335,26,36.23,2
4683,25-29,F,26,182098,40,62.87,1
4683,25-29,F,26,227473,52,71.58,1
4684,25-29,F,27,1050947,230,350.51,6
4684,25-29,F,27,720859,162,213.69,13
4685,25-29,F,28,41111,8,10.96,1
4686,25-29,F,29,148616,25,37.4,6
4686,25-29,F,29,707260,135,210.82,13
4686,25-29,F,29,139596,26,42.41,1
4687,25-29,F,30,105399,22,33.2,2
4689,25-29,F,32,222378,50,72.91,1
4691,25-29,F,63,975792,210,293.88,10
4691,25-29,F,63,579150,125,167.05,5
4691,25-29,F,63,449588,81,123.8,5
4691,25-29,F,63,318157,56,85.7,3
4691,25-29,F,63,196967,43,65.18,2
4692,25-29,F,64,158298,37,46.43,4
4692,25-29,F,64,222739,55,68.56,5
4694,25-29,F,2,20780,5,8.19,1
4695,25-29,F,7,128616,33,48.55,2
4697,30-34,F,10,258954,61,82.28,1
4697,30-34,F,10,205289,48,71.53,3
4697,30-34,F,10,611601,138,191.42,8
4697,30-34,F,10,947657,233,321.87,8
4697,30-34,F,10,233043,49,65.03,2
4698,30-34,F,15,582725,142,194.81,9
4699,30-34,F,16,265038,51,78.46,2
4699,30-34,F,16,222273,39,53.63,6
4699,30-34,F,16,797234,170,243.77,4
4699,30-34,F,16,925555,182,262.89,4
4700,30-34,F,18,22210,3,4.05,1
4703,30-34,F,21,46391,11,16.41,3
4703,30-34,F,21,190477,42,66.39,1
4703,30-34,F,21,25382,7,9.61,1
4704,30-34,F,22,65726,17,22.12,2
4705,30-34,F,23,195220,51,78.06,1
4705,30-34,F,23,107501,27,40.88,2
4707,30-34,F,25,197772,63,88.21,7
4707,30-34,F,25,138154,35,48.94,1
4707,30-34,F,25,270124,69,95.85,2
4708,30-34,F,26,303971,77,106.93,11
4708,30-34,F,26,682046,183,254.42,4
4708,30-34,F,26,328365,83,117.34,2
4709,30-34,F,27,1083259,276,390.26,11
4709,30-34,F,27,913929,245,340.41,7
4710,30-34,F,28,101586,24,33.47,2
4710,30-34,F,28,181053,46,66.28,3
4710,30-34,F,28,133419,35,48.18,2
4711,30-34,F,29,489573,113,156.12,3
4711,30-34,F,29,822023,194,288.33,6
4712,30-34,F,30,93176,29,40.37,1
4713,30-34,F,31,47229,13,19.28,1
4713,30-34,F,31,92263,24,34.03,1
4713,30-34,F,31,81551,21,29.67,1
4714,30-34,F,32,141037,32,47.79,3
4714,30-34,F,32,319501,79,111.65,0
4715,30-34,F,36,72741,19,24.33,2
4716,30-34,F,63,597419,135,188.51,2
4716,30-34,F,63,98768,21,33.14,1
4717,30-34,F,64,173165,41,59.85,1
4718,30-34,F,65,55823,13,21.11,1
4718,30-34,F,65,118451,28,38.35,4
4719,30-34,F,2,74424,22,30.84,1
4720,30-34,F,7,47929,12,14.59,1
4720,30-34,F,7,40801,12,15.92,0
4721,30-34,F,66,66017,17,24.22,1
4722,35-39,F,10,725043,179,238.4,5
4722,35-39,F,10,382776,97,132.73,5
4722,35-39,F,10,548250,137,201.6,5
4722,35-39,F,10,1358324,346,465.08,8
4723,35-39,F,15,662249,163,234.94,2
4723,35-39,F,15,559554,139,195.08,2
4724,35-39,F,16,320757,68,104.69,2
4724,35-39,F,16,906151,202,295.55,1
